Year,Date,SGL,Plot,Transect,Trap,ID,Recapture,Species,Sex,Age,Total.Wt,Bag.Wt ,Animal.Wt,Ear.Length,Foot.Length,Tail.Length,Body.Length,Larvae,Nymphs,Total.Ticks,Fleas,Other.Ectoparasites,Tissue.Sample,Blood.Sample,Fecal.Sample,Cardiac.Serum,Brain.Sample,Treatment.Control
2025,8/6/25,SGL33,9,B,2,BK326,Y,,,,,,,,,,,,,,,,,,,,,T
2025,8/6/25,SGL33,9,B,10,BK199,Y,,,,,,,,,,,,,,,,,,,,,T
2025,8/6/25,SGL33,9,A,3,R468,Y,,,,,,,,,,,,,,,,,,,,,T
2025,8/6/25,SGL33,9,A,7,BK493,Y,,,,,,,,,,,,,,,,,,,,,T
2025,8/6/25,SGL33,9,A,9,R389,Y,,,,,,,,,,,,,,,,,,,,,T
2025,8/6/25,SGL33,10,A,9,BK464,N,CHP,F,AD,98,10,88,1.5,,,15,3,0,,0,0,Yes,Yes,Yes,,,C
2025,8/6/25,SGL33,10,B,3,R408,N,WFM,F,AD,29,9,20,1.3,,,8.2,4,0,,0,0,Yes,No,Yes,,,C
2025,8/6/25,SGL33,10,B,4,BK176,N,WFM,F,AD,55,34,21,1.5,,,7.3,2,0,,0,0,Yes,No,Yes,,,C
2025,8/6/25,SGL33,10,A,3,BK448,N,WFM,M,AD,61,37,24,1,,,9,0,1,,0,0,Yes,Yes,No,,,C
2025,8/6/25,SGL33,10,A,6,BK377,N,WFM,M,AD,45,33,12,1.5,,,8,0,0,,0,0,Yes,No,Yes,,,C
2025,8/6/25,SGL33,10,B,2,BK183,Y,,,,,,,,,,,,,,,,,,,,,C
2025,8/6/25,SGL33,10,B,5,BK401,Y,,,,,,,,,,,,,,,,,,,,,C
2025,8/6/25,SGL33,10,B,10,BK408,Y,,,,,,,,,,,,,,,,,,,,,C
2025,8/6/25,SGL33,10,A,10,BK415,Y,,,,,,,,,,,,,,,,,,,,,C
2025,8/6/25,SGL33,11,B,6,BK164,N,WFM,M,AD,60,41,19,1.4,,,8.1,1,0,,0,0,Yes,Yes,Yes,,,T
2025,8/6/25,SGL33,11,B,3,BK336,N,WFM,F,AD,51,42,9,1.3,,,6.9,0,0,,0,0,Yes,Yes,No,,,T
2025,8/6/25,SGL33,11,A,3,R388,Y,,,,,,,,,,,,,,,,,,,,,T
2025,8/6/25,SGL33,11,A,4,R443,Y,,,,,,,,,,,,,,,,,,,,,T
2025,8/6/25,SGL33,11,A,4,R443,Y,,,,,,,,,,,,,,,,,,,,,T
2025,8/6/25,SGL33,11,A,8,BK485,Y,,,,,,,,,,,,,,,,,,,,,T
2025,8/6/25,SGL33,11,A,11,BK383,Y,,,,,,,,,,,,,,,,,,,,,T
2025,8/6/25,SGL33,12,B,9,BK400,N,WFM,M,AD,45,23,22,1.2,,,9,0,0,,0,0,Yes,Yes,Yes,,,T
2025,8/6/25,SGL33,12,A,8,BK470,N,WFM,M,AD,70,44,26,1.4,,,8.2,0,0,,0,0,Yes,Yes,Yes,,,T
2025,8/6/25,SGL33,12,A,6,BK384,N,WFM,M,AD,56,37,19,1.5,,,8,0,0,,0,0,Yes,Yes,No,,,T
2025,8/6/25,SGL33,12,A,7,BK370,N,WFM,F,AD,64,28,36,1.8,,,7.4,1,0,,0,0,Yes,Yes,No,,,T
2025,8/6/25,SGL33,12,A,5,BK302,N,WFM,M,JUV,40,36,4,1.2,,,7.2,0,0,,0,0,Yes,Yes,No,,,T
2025,8/6/25,SGL33,12,A,4,BK461,Y,,,,,,,,,,,,,,,,,,,,,T
2025,8/6/25,SGL33,12,A,4,BK461,Y,,,,,,,,,,,,,,,,,,,,,T
2025,8/5/25,SGL33,1,A,7,BYCATCH,N,FSQ,,,,,0,,,,,,,,,,,,,,,C
2025,8/5/25,SGL33,2,A,7,BK489,N,RBV,M,AD,49,21,28,1,,,10.5,1,0,,0,EAR MITES,Yes,Yes,Yes,,,T
2025,8/5/25,SGL33,2,B,2,R199,Y,WFM,M,AD,45,26,19,1.8,,,9.2,0,0,,0,0,Yes,Yes,Yes,,,T
2025,8/5/25,SGL33,3,LA,3,BK491,N,WFM,M,AD,47,29,18,1.5,,,9,2,0,,0,0,Yes,Yes,Yes,,,T
2025,8/5/25,SGL33,3,B,5,BK367,N,WFM,M,AD,54,32,22,1.3,,,9.2,0,0,,0,0,Yes,No,,,,T
2025,8/5/25,SGL33,3,A,2,BK187,N,WFM,M,AD,41,18,23,1.4,,,9.5,0,0,,0,0,Yes,Yes,Yes,,,T
2025,8/5/25,SGL33,4,B,7,BK198,N,WFM,F,AD,67,48,19,1.2,,,8.7,6,0,,0,0,Yes,Yes,Yes,,,C
2025,8/5/25,SGL33,4,B,6,BK442,N,WFM,M,AD,43,30,13,1.2,,,8.5,0,0,,0,0,Yes,No,Yes,,,C
2025,8/5/25,SGL33,4,A,9,BK467,N,WFM,M,AD,40,21,19,1.5,,,9.1,5,0,,0,0,Yes,Yes,Yes,,,C
2025,8/5/25,SGL33,5,B,10,BK341,N,WFM,M,AD,45,23,22,1.2,,,8,0,0,,0,0,Yes,No,No,,,T
2025,8/5/25,SGL33,6,B,8,BK418,N,WFM,M,AD,65,45,20,1.3,,,9,0,0,,0,0,Yes,No,Yes,,,T
2025,8/5/25,SGL33,6,B,6,BK495,N,WFM,F,AD,43,24,19,1.5,,,7.5,2,0,,0,0,Yes,Yes,Yes,,,T
2025,8/5/25,SGL33,6,A,5,BK148,N,WFM,M,AD,59,35,24,1.3,,,8.5,1,0,,0,0,Yes,Yes,Yes,,,T
2025,8/5/25,SGL33,6,A,5,NK148,Y,WFM,,,,,0,,,,,,,,,,,,,,,T
2025,8/5/25,SGL33,7,A,6,R390,Y,RBV,F,AD,51,26,25,0.9,,,10.2,0,0,,0,EAR MITES,Yes,Yes,Yes,,,C
2025,8/5/25,SGL33,7,A,5,R454,Y,WFM,M,AD,39,17,22,1.4,,,9.3,7,0,,0,0,Yes,Yes,Yes,,,C
2025,8/5/25,SGL33,7,A,6,R390,Y,WFM,,,,,0,,,,,,,,,,,,,,,C
2025,8/5/25,SGL33,8,A,3,BK498,N,RBV,F,AD,43,21,22,1,,,10.4,0,0,,0,EAR MITES,Yes,Yes,Yes,,,T
2025,8/5/25,SGL33,8,B,6,NO TAG #,Y,WFM,F,AD,50,20,30,1.4,,,10.4,0,0,,0,0,Yes,Yes,Yes,Yes,,T
2025,8/5/25,SGL33,8,B,10,R419,Y,WFM,M,AD,47,22,25,1.3,,,9.7,0,0,,0,0,Yes,No,No,,,T
2025,8/5/25,SGL33,8,B,4,BK452,N,WFM,M,AD,45,24,21,1.25,,,8,2,0,,0,0,Yes,Yes,No,,,T
2025,8/5/25,SGL33,8,B,7,BK405,N,WFM,M,AD,49,22,27,1,,,8,0,0,,0,0,Yes,No,Yes,,,T
2025,8/5/25,SGL33,9,B,9,BK199,N,WFM,M,AD,36,20,16,1.3,,,9.5,0,0,,0,0,Yes,No,Yes,,,T
2025,8/5/25,SGL33,9,A,8,BK493,N,WFM,M,AD,37,10,27,1.75,,,9.5,3,0,,0,0,Yes,Yes,Yes,,,T
2025,8/5/25,SGL33,9,A,5,BK345,N,WFM,M,AD,64,40,24,1.3,,,9,0,0,,0,0,Yes,Yes,Yes,Yes,,T
2025,8/5/25,SGL33,9,A,3,R468,Y,WFM,F,AD,47,31,16,1.5,,,8.9,0,0,,0,0,Yes,No,Yes,,,T
2025,8/5/25,SGL33,9,A,9,R389,Y,WFM,F,AD,42,24,18,1.5,,,8.8,0,0,,0,0,Yes,Yes,Yes,,,T
2025,8/5/25,SGL33,10,B,11,BK492,N,WFM,F,AD,46,23,23,1.5,,,8.6,22,0,,0,0,Yes,Yes,Yes,,,C
2025,8/5/25,SGL33,10,B,10,BK408,N,WFM,M,AD,55,30,25,1,,,8,6,0,,0,0,Yes,No,Yes,,,C
2025,8/5/25,SGL33,10,A,2,BK183,N,WFM,M,AD,61,35,26,1.3,,,8.2,2,0,,0,0,Yes,Yes,Yes,,,C
2025,8/5/25,SGL33,10,A,10,BK415,N,WFM,F,AD,56,39,17,1.1,,,8.1,1,0,,0,0,Yes,Yes,Yes,,,C
2025,8/5/25,SGL33,10,A,6,BK401,N,WFM,M,AD,56,32,24,1.2,,,8,0,0,,0,0,Yes,No,Yes,,,C
2025,8/5/25,SGL33,10,A,7,BK401,Y,WFM,,,,,0,,,,,,,,,,,,,,,C
2025,8/5/25,SGL33,11,A,11,BK485,N,WFM,M,AD,40,20,20,1.3,,,8.9,3,0,,0,0,Yes,Yes,Yes,,,T
2025,8/5/25,SGL33,11,A,2,R443,Y,WFM,M,AD,36,15,21,1.2,,,8.9,3,0,,0,0,Yes,Yes,Yes,,,T
2025,8/5/25,SGL33,11,A,4,R388,Y,WFM,M,AD,34,11,23,1.6,,,8.5,0,0,,0,0,Yes,No,Yes,,,T
2025,8/5/25,SGL33,11,A,10,BK383,N,WFM,M,AD,40,24,16,1.3,,,8.3,2,0,,0,0,Yes,Yes,No,,,T
2025,8/5/25,SGL33,12,LA,7,R346,Y,WFM,F,AD,64,38,26,1.5,,,8.2,1,0,,0,0,Yes,Yes,Yes,,,T
2025,8/5/25,SGL33,12,B,6,BK461,N,WFM,F,AD,45,27,18,1.4,,,8.1,0,0,,0,0,Yes,Yes,Yes,,,T
2025,8/5/25,SGL33,12,A,3,NO TAG #,N,WFM,,,,,0,,,,9,,,,,,,,,Yes,,T
2025,7/31/25,SGL103,1,LB,10,BK500,N,WFM,M,AD,38,19,19,1.6,,,8.3,0,0,,0,0,Yes,Yes,Yes,,,C
2025,7/31/25,SGL103,1,B,2,BK316,Y,WFM,,,,,,,,,,,,,,,,,,,,C
2025,7/31/25,SGL103,1,A,10,BK303,N,WFM,M,AD,67,45,22,1.1,,,8.5,1,0,,0,0,Yes,Yes,Yes,,,C
2025,7/31/25,SGL103,1,A,2,BK188,N,WFM,M,AD,28,16,12,0.9,,,8,0,0,,0,1,Yes,Yes,Yes,,,C
2025,7/31/25,SGL103,2,B,9,BK455,N,WFM,F,AD,39,17,22,1.6,,,8.1,0,0,,1,0,Yes,Yes,Yes,,,T
2025,7/31/25,SGL103,2,B,6,BK389,Y,WFM,,,,,,,,,,,,,,,,,,,,T
2025,7/31/25,SGL103,2,A,7,BK349,N,WFM,M,AD,60,38,22,1.3,,,8.5,0,0,,0,0,Yes,Yes,Yes,,,T
2025,7/31/25,SGL103,2,A,2,BK373,Y,WFM,,,,,,,,,,,,,,,,,,,,T
2025,7/31/25,SGL103,3,B,2,BK404,N,WFM,M,AD,55,39,16,1.5,,,9,1,0,,0,1,Yes,No,Yes,,,T
2025,7/31/25,SGL103,3,A,9,R302,Y,WFM,,,,,,,,,,,,,,,,,,,,T
2025,7/31/25,SGL103,3,A,8,R302,Y,WFM,,,,,,,,,,,,,,,,,,,,T
2025,7/31/25,SGL103,4,A,8,BYCATCH,N,PMS,,,,,,,,,,,,,,,,,,,,C
2025,7/31/25,SGL103,4,A,8,BK483,N,WFM,M,AD,68,42,26,1.5,,,8,1,2,,0,0,Yes,No,No,,,C
2025,7/31/25,SGL103,4,A,11,R345,Y,WFM,,,,,,,,,,,,,,,,,,,,C
2025,7/31/25,SGL103,5,LA,4,BK459,Y,WFM,,,,,,,,,,,,,,,,,,,,T
2025,7/31/25,SGL103,5,LA,7,BK427,Y,WFM,,,,,,,,,,,,,,,,,,,,T
2025,7/31/25,SGL103,5,B,11,R98,Y,WFM,F,AD,43,15,28,1,,,8.6,3,0,,0,0,Yes,Yes,Yes,,,T
2025,7/31/25,SGL103,5,B,3,R383,Y,WFM,,,,,,,,,,,,,,,,,,,,T
2025,7/31/25,SGL103,5,B,4,R323,Y,WFM,,,,,,,,,,,,,,,,,,,,T
2025,7/31/25,SGL103,5,A,7,BK168,N,WFM,M,AD,57,36,21,1.1,,,8.3,2,0,,0,0,Yes,Yes,Yes,,,T
2025,7/31/25,SGL103,5,A,5,BK459,Y,WFM,,,,,,,,,,,,,,,,,,,,T
2025,7/31/25,SGL103,5,A,2,BK414,Y,WFM,,,,,,,,,,,,,,,,,,,,T
2025,7/31/25,SGL103,6,B,7,BK191,Y,WFM,,,,,,,,,,,,,,,,,,,,T
2025,7/31/25,SGL103,8,B,2,BK458,Y,WFM,,,,,,,,,,,,,,,,,,,,T
2025,7/31/25,SGL103,8,B,9,BK182,Y,WFM,,,,,,,,,,,,,,,,,,,,T
2025,7/31/25,SGL103,8,A,10,BK462,N,WFM,M,AD,40,18,22,1.5,,,8.2,0,0,,0,0,Yes,Yes,Yes,,,T
2025,7/31/25,SGL103,8,A,9,BK468,Y,WFM,,,,,,,,,,,,,,,,,,,,T
2025,7/31/25,SGL103,9,LB,10,BK339,Y,WFM,,,,,,,,,,,,,,,,,,,,T
2025,7/31/25,SGL103,9,LA,9,BK454,N,WFM,M,AD,38,20,18,1.6,,,8.4,0,0,,0,0,Yes,Yes,Yes,,,T
2025,7/30/25,SGL103,1,LA,6,BK316,N,WFM,M,AD,60,44,16,1,,,7,0,0,,0,0,Yes,No,Yes,,,C
2025,7/30/25,SGL103,1,A,10,BK184,Y,WFM,,,,,,,,,,,,,,,,,,,,C
2025,7/30/25,SGL103,2,B,5,BK389,N,WFM,M,AD,60,23,37,1.6,,,9.5,0,0,,0,0,Yes,Yes,Yes,,,T
2025,7/30/25,SGL103,2,A,2,BK373,Y,WFM,,,,,,,,,,,,,,,,,,,,T
2025,7/30/25,SGL103,3,A,9,R302,Y,WFM,,,,,,,,,,,,,,,,,,,,T
2025,7/30/25,SGL103,4,A,11,R345,N,WFM,M,AD,35,14,21,1.6,,,9.3,3,0,,0,1,Yes,Yes,Yes,,,C
2025,7/30/25,SGL103,4,A,2,BK472,N,WFM,F,AD,43,19,24,1.7,,,8.9,0,0,,0,10,Yes,Yes,Yes,,,C
2025,7/30/25,SGL103,5,LB,3,BK323,Y,WFM,,,,,,,,,,,,,,,,,,,,T
2025,7/30/25,SGL103,5,LA,4,BK459,Y,WFM,,,,,,,,,,,,,,,,,,,,T
2025,7/30/25,SGL103,5,B,5,BK427,Y,WFM,,,,,,,,,,,,,,,,,,,,T
2025,7/30/25,SGL103,5,A,2,BK414,N,WFM,M,AD,49,33,16,0.8,,,7.5,0,0,,0,0,Yes,Yes,No,,,T
2025,7/30/25,SGL103,5,A,4,R323,Y,WFM,,,,,,,,,,,,,,,,,,,,T
2025,7/30/25,SGL103,6,B,3,BK419,Y,WFM,,,,,,,,,,,,,,,,,,,,T
2025,7/30/25,SGL103,6,B,6,BK419,Y,WFM,,,,,,,,,,,,,,,,,,,,T
2025,7/30/25,SGL103,6,B,9,BK191,Y,WFM,,,,,,,,,,,,,,,,,,,,T
2025,7/30/25,SGL103,6,A,3,R431,Y,WFM,,,,,,,,,,,,,,,,,,,,T
2025,7/30/25,SGL103,7,B,2,BK195,N,WFM,M,AD,38,10,28,1.75,,,9,4,1,,0,0,Yes,No,No,,,C
2025,7/30/25,SGL103,8,B,3,BK182,N,WFM,F,AD,50,30,20,1.5,,,8.6,2,0,,0,0,Yes,Yes,Yes,,,T
2025,7/30/25,SGL103,9,B,7,RED MARK ,N,NST,F,AD,43,29,14,,,25,10,8,0,,0,0,Yes,Yes,No,,,T
2025,7/30/25,SGL103,9,A,10,BK339,N,WFM,M,JUV,50,40,10,0.7,,,6,0,0,,0,0,Yes,No,No,,,T
2025,7/29/25,SGL103,1,LA,3,BK169,N,WFM,F,AD,36,18,18,1.8,,,9.5,4,0,,0,0,Yes,Yes,Yes,No,No,C
2025,7/29/25,SGL103,1,LA,6,BK184,N,WFM,F,AD,35,19,16,1.7,,,9.5,5,0,,0,0,Yes,Yes,Yes,No,No,C
2025,7/29/25,SGL103,2,A,2,BK373,N,WFM,M,AD,48,28,20,1,,,7.5,1,0,,0,0,Yes,Yes,No,,,T
2025,7/29/25,SGL103,3,B,10,R302,Y,WFM,F,AD,48,21,27,1.4,,,10.3,0,0,,0,0,Yes,No,No,No,No,T
2025,7/29/25,SGL103,3,B,5,BK307,N,WFM,M,AD,37,16,21,1,,,9.5,0,0,,0,0,Yes,Yes,Yes,,,T
2025,7/29/25,SGL103,3,A,10,BK357,N,WFM,M,AD,48,26,22,1.6,,,9.5,0,0,,0,0,Yes,No,Yes,No,No,T
2025,7/29/25,SGL103,4,A,7,R70,Y,CHP,F,AD,,,,,,,,2,0,,0,0,Yes,Yes,Yes,,,C
2025,7/29/25,SGL103,5,LB,3,R323,Y,WFM,M,AD,43,21,22,1.8,,,10.3,1,0,,0,0,Yes,Yes,Yes,,,T
2025,7/29/25,SGL103,5,LA,7,BK459,N,WFM,F,AD,39,20,19,1.5,,,7.6,0,0,,0,0,Yes,No,Yes,,,T
2025,7/29/25,SGL103,5,B,3,BK323,N,WFM,M,AD,55,36,19,1.2,,,8,0,0,,0,0,Yes,Yes,Yes,,,T
2025,7/29/25,SGL103,5,B,8,BK427,N,WFM,M,AD,48,38,10,1.5,,,6.25,1,0,,0,0,Yes,Yes,Yes,No,No,T
2025,7/29/25,SGL103,6,B,2,R431,Y,WFM,F,AD,62,37,25,1.7,,,11,0,0,,0,0,Yes,No,No,No,No,T
2025,7/29/25,SGL103,6,B,5,BK419,N,WFM,M,AD,56,36,20,1.2,,,8.7,1,0,,0,0,Yes,Yes,No,No,No,T
2025,7/29/25,SGL103,6,A,9,BK356,N,WFM,M,AD,51,30,21,1,,,9,0,0,,0,0,Yes,No,No,,,T
2025,7/29/25,SGL103,6,A,10,BK191,N,WFM,M,AD,39,27,12,1,,,9,0,0,,0,1,Yes,No,No,,,T
2025,7/29/25,SGL103,7,B,2,ESCAPED,N,WFM,,,,,,,,,,,,,,,,,,,,C
2025,7/29/25,SGL103,8,B,2,BK458,N,WFM,M,AD,37,14,23,2,,,9.9,3,0,,0,0,Yes,Yes,Yes,,,T
2025,7/29/25,SGL103,8,B,3,BK468,N,WFM,M,AD,41,21,20,1.9,,,9.6,0,0,,0,0,Yes,Yes,Yes,,,T
2025,7/29/25,SGL103,9,A,10,R188,Y,WFM,M,AD,65,41,24,1.7,,,8.6,1,1,,0,0,Yes,Yes,Yes,,,T
2025,7/29/25,SGL103,9,A,10,R188,Y,WFM,,,,,,,,,,,,,,,,,,No,Yes,T
2025,7/24/25,SGL176,1,B,2,BK163,Y,WFM,,,,,,,,,,,,,,,,,,,,C
2025,7/24/25,SGL176,1,B,3,BK425,Y,WFM,,,,,,,,,,,,,,,,,,,,C
2025,7/24/25,SGL176,1,A,9,BK353,N,WFM,M,AD,30,10,20,1.5,,,9.4,1,0,,0,0,Yes,Yes,Yes,No,No,C
2025,7/24/25,SGL176,1,A,4,R46,Y,WFM,,,,,,,,,,,,,,,,,,,,C
